time, attx, atty, attz, accx, accy, accz, velx, vely, velz, locx, locy, locz
1468348072223610,0.00287392,0.0298029,1.47054,0.11022,-0.203402,0.0236542,0.0507144,-0.031025,-0.0786049,0.0130607,-0.0131547,-0.0292636,
1468348072233660,0.00234415,0.0301686,1.47182,0.11022,-0.264657,0.0236542,0.0518166,-0.0333653,-0.0783684,0.0135734,-0.0134766,-0.0300485,
1468348072243704,0.00170039,0.0301977,1.47297,0.11022,-0.296597,0.0236542,0.0529188,-0.0361715,-0.0781319,0.014097,-0.0138243,-0.030831,
1468348072253754,0.00128392,0.029983,1.47433,0.11022,-0.329511,0.0236542,0.054021,-0.0393021,-0.0778953,0.0146317,-0.0142017,-0.0316111,
1468348072263806,0.00097566,0.0289259,1.47577,0.11022,-0.329511,0.0236542,0.0551232,-0.0425972,-0.0776588,0.0151775,-0.0146112,-0.0323889,
1468348072273843,-0.000214736,0.0276914,1.47721,0.0741538,-0.329511,0.0236542,0.0560451,-0.0458923,-0.0774222,0.0157333,-0.0150536,-0.0331643,
1468348072283891,-0.00226377,0.0267373,1.47835,0.0741538,-0.36966,0.0236542,0.0567866,-0.0493881,-0.0771857,0.0162975,-0.01553,-0.0339374,
1468348072293939,-0.00355247,0.0258344,1.47868,0.0741538,-0.36966,0.0236542,0.0575281,-0.0530847,-0.0769492,0.016869,-0.0160424,-0.034708,
1468348072303983,-0.00463367,0.0256349,1.478,0.0426129,-0.36966,0.0236542,0.058112,-0.0567813,-0.0767126,0.0174472,-0.0165917,-0.0354763,
1468348072314031,-0.00557067,0.0257533,1.47673,0.0426129,-0.36966,0.0236542,0.0585381,-0.0604779,-0.0764761,0.0180305,-0.017178,-0.0362423,
1468348072324079,-0.00734377,0.0263368,1.47523,0.0426129,-0.36966,0.0533648,0.0589642,-0.0641745,-0.076091,0.018618,-0.0178013,-0.0370051,
1468348072334117,-0.0092469,0.0272139,1.47344,0.0426129,-0.342208,0.0273619,0.0593904,-0.0677339,-0.0756873,0.0192098,-0.0184608,-0.037764,
1468348072344153,-0.0117686,0.0290054,1.4714,0.0426129,-0.342208,0.0273619,0.0598165,-0.071156,-0.0754137,0.0198058,-0.0191553,-0.0385195,
