time, axm_ori, aym_ori, azm_ori, axl_ori, ayl_ori, azl_ori, axm, aym, azm, axl, ayl, azl, acc1x, acc1y, acc1z, acc2x, acc2y, acc2z, acc3x, acc3y, acc3z
1468176037653135,0.0327148,0.0541992,0.928711,0.038796,0.090768,1.05408,0.0464148,0.0414992,0.991711,0.034196,0.065668,1.05838,0.39193,-0.780935,0.598899,-0.488134,-0.427804,0,0,0,0,
1468176037660182,0.043457,0.100586,0.916504,0.092964,0.111996,1.13021,0.057157,0.0878859,0.979504,0.088364,0.086896,1.13451,0,-0.701119,0.695717,-0.513604,-0.456562,0,0,0,0,
1468176037668618,0.0473633,0.0708008,1.13232,0.054168,0.129564,0.915732,0.0610633,0.0581008,1.19532,0.049568,0.104464,0.920032,-0.310035,-0.58483,0.652076,-0.543749,-0.475796,0.327498,-0.297945,0,0,
1468176037674678,0.113281,0.102051,0.961426,0.1098,0.143472,1.08263,0.126981,0.0893508,1.02443,0.1052,0.118372,1.08693,-0.458673,-0.644262,0,-0.573576,-0.525967,0.357138,-0.306511,0,0,
1468176037680738,0.0991211,0.149902,1.03223,0.092964,0.16836,1.0592,0.112821,0.137202,1.09523,0.088364,0.14326,1.0635,-0.607675,-0.776648,0.544015,-0.611462,-0.569446,0.39549,-0.319077,0,0,
1468176037686801,0.0751953,0.140137,1.04004,0.090768,0.162504,1.07458,0.0888953,0.127437,1.10304,0.086168,0.137404,1.07888,-0.707,-0.863663,0.675262,-0.643122,-0.610274,0.444291,-0.330617,0,0,
1468176037692861,0.0439453,0.134766,0.989746,0.049776,0.160308,1.05115,0.0576453,0.122066,1.05275,0.045176,0.135208,1.05545,-0.733429,-0.817058,0.671754,-0.650651,-0.639036,0.475188,-0.339752,0,0,
1468176037698922,0.03125,0.127441,0.983887,0.016104,0.133956,1.05115,0.04495,0.114741,1.04689,0.011504,0.108856,1.05545,-0.732532,-0.759298,0.661757,-0.621235,-0.671539,0.505923,-0.345553,0,0,
1468176037704984,0.0112305,0.106934,0.972168,0.028548,0.125172,1.02553,0.0249305,0.0942336,1.03517,0.023948,0.100072,1.02983,-0.659816,-0.575385,0.6193,-0.548146,-0.702017,0.514355,-0.348096,0,0,
1468176037711046,0.0424805,0.100586,0.977539,0.053436,0.125172,1.0248,0.0561805,0.0878859,1.04054,0.048836,0.100072,1.0291,-0.512016,-0.477111,0.535225,-0.434316,-0.742246,0.517511,-0.348139,0,0,
1468176037717107,0.0576172,0.0996094,0.965332,0.066612,0.125172,1.03139,0.0713172,0.0869094,1.02833,0.062012,0.100072,1.03569,-0.384185,-0.432118,0.422863,-0.306648,-0.774342,0.523443,-0.349038,-0.30114,0,
1468176037723167,0.0615234,0.0922852,0.966309,0.06222,0.120048,1.01748,0.0752234,0.0795852,1.02931,0.05762,0.094948,1.02178,0,-0.456649,0.370543,0,-0.789352,0.530797,-0.345888,-0.309894,0,
1468176037729231,0.0439453,0.0776367,0.960937,0.049776,0.109068,1.02187,0.0576453,0.0649367,1.02394,0.045176,0.083968,1.02617,0,-0.497118,0.322881,0,-0.772312,0.512881,-0.341849,-0.316097,0,
1468176037735290,0.0117188,0.0786133,0.951172,0.030744,0.114192,1.01455,0.0254188,0.0659133,1.01417,0.026144,0.089092,1.01885,0,-0.494174,0.295459,0,-0.719099,0.511663,-0.335578,-0.317785,0,
1468176037741352,-0.00585938,0.0976562,0.966797,0.004392,0.122976,1.02114,0.00784063,0.0849563,1.0298,-0.000208,0.097876,1.02544,0,-0.393506,0,0,-0.646453,0.504547,-0.332428,-0.316736,0,
1468176037747413,-0.0195312,0.120605,0.987793,-0.001464,0.16104,1.04676,-0.00583125,0.107905,1.05079,-0.006064,0.13594,1.05106,0,0,0.326031,0,-0.580792,0.505764,-0.333735,-0.313564,0,
1468176037753474,-0.0283203,0.161133,1.01611,-0.006588,0.183,1.07238,-0.0146203,0.148433,1.07911,-0.011188,0.1579,1.07668,0,0,0.432628,0,-0.515548,0.542661,-0.338804,-0.309402,0,
1468176037759534,-0.0351562,0.167969,1.01953,-0.019032,0.196908,1.08336,-0.0214562,0.155269,1.08253,-0.023632,0.171808,1.08766,0,0,0.5543,-0.348255,-0.445344,0.547754,-0.344717,-0.303256,0,
1468176037765594,-0.0214844,0.146973,1.02051,-0.019032,0.169092,1.08482,-0.00778437,0.134273,1.08351,-0.023632,0.143992,1.08912,-0.305163,0,0.695121,-0.365672,-0.393214,0.470815,-0.34605,-0.29811,0,
1468176037771654,-0.0410156,0.135742,1.02637,-0.032208,0.147864,1.08848,-0.0273156,0.123042,1.08937,-0.036808,0.122764,1.09278,-0.330614,0,0.823392,-0.359713,-0.35955,0.54695,-0.345017,0,0,
1468176037777715,-0.0537109,0.122559,1.00684,-0.050508,0.142008,1.07604,-0.0400109,0.109859,1.06984,-0.055108,0.116908,1.08034,0,0,0.874785,-0.342336,-0.313912,0.574736,-0.34134,0,0,
1468176037783775,-0.0581055,0.113281,0.994141,-0.04758,0.140544,1.05335,-0.0444055,0.100581,1.05714,-0.05218,0.115444,1.05765,0,0.349114,0.838733,-0.305611,0,0.578414,-0.336864,0,0,
1468176037789836,-0.0419922,0.116211,0.98291,-0.034404,0.137616,1.0431,-0.0282922,0.103511,1.04591,-0.039004,0.112516,1.0474,0,0.3631,0.76745,0,0,0.576597,-0.330173,0,0,
1468176037795898,-0.00878906,0.117188,0.955078,0.001464,0.147132,1.01821,0.00491094,0.104488,1.01808,-0.003136,0.122032,1.02251,0,0.321735,0.642229,0,0,0.563027,-0.325169,0,0,
1468176037801959,0.00634766,0.145996,0.94043,0.013908,0.163236,1.0087,0.0200477,0.133296,1.00343,0.009308,0.138136,1.013,0,0,0.484112,0,0,0.531974,-0.322078,0,0,
1468176037808020,0.00976562,0.163086,0.919922,0.01464,0.19032,0.991128,0.0234656,0.150386,0.982922,0.01004,0.16522,0.995428,0,0,0.320717,0,0,0.486099,-0.322906,0,0,
1468176037814084,0.0185547,0.184082,0.925781,0.019764,0.20862,0.990396,0.0322547,0.171382,0.988781,0.015164,0.18352,0.994696,0,0,0,0,0,0.45968,-0.326147,0,0,
1468176037820144,0.0273438,0.177246,0.916504,0.030744,0.204228,0.986004,0.0410438,0.164546,0.979504,0.026144,0.179128,0.990304,0,0,0,0,0,0.431395,-0.326486,0,0,
1468176037826210,0.0112305,0.184082,0.927246,0.02196,0.200568,0.98454,0.0249305,0.171382,0.990246,0.01736,0.175468,0.98884,0,0,0,0,0,0.414749,-0.325493,0,0.295054,
1468176037832269,0.015625,0.180176,0.931641,0.00732,0.211548,0.976488,0.029325,0.167476,0.994641,0.00272,0.186448,0.980788,0,0,0,0,0,0.396092,-0.325351,0,0.300517,
1468176037838330,-0.0078125,0.171875,0.910645,0.005856,0.204228,0.983808,0.0058875,0.159175,0.973645,0.001256,0.179128,0.988108,0,0,0,0,0,0.375698,-0.323621,0,0.302397,
1468176037844389,-0.0302734,0.141113,0.934082,-0.020496,0.160308,0.986736,-0.0165734,0.128413,0.997082,-0.025096,0.135208,0.991036,0,0,0,0,0,0.364948,-0.312591,0,0.305112,
1468176037850450,-0.0571289,0.120605,0.94873,-0.04758,0.13908,0.99186,-0.0434289,0.107905,1.01173,-0.05218,0.11398,0.99616,0,0,0,0,0,0.359327,-0.300978,0,0.305822,
1468176037856511,-0.078125,0.117676,0.950684,-0.065148,0.13908,0.994056,-0.064425,0.104976,1.01368,-0.069748,0.11398,0.998356,0,0,0,0,0,0.358917,0,0,0.309763,
1468176037862570,-0.0917969,0.107422,0.937012,-0.06954,0.14274,0.99552,-0.0780969,0.0947219,1.00001,-0.07414,0.11764,0.99982,0.363232,0.334127,0,0,0,0.350053,0,0,0.312907,
1468176037868634,-0.0888672,0.125488,0.930176,-0.05856,0.15738,1.00138,-0.0751672,0.112788,0.993176,-0.06316,0.13228,1.00568,0.477138,0.467141,0,0,0,0.329488,0,0,0.311575,
1468176037874694,-0.0893555,0.151367,0.919434,-0.060756,0.180804,0.975756,-0.0756555,0.138667,0.982434,-0.065356,0.155704,0.980056,0.46543,0.552241,0,0,0,0,0,0,0.310169,
1468176037880756,-0.0668945,0.164062,0.901367,-0.046116,0.192516,0.975024,-0.0531945,0.151362,0.964367,-0.050716,0.167416,0.979324,0.386195,0.543027,0,0,0,0,0,0,0.308385,
1468176037886822,-0.0249023,0.180664,0.902344,-0.012444,0.21228,0.975756,-0.0112023,0.167964,0.965344,-0.017044,0.18718,0.980056,0,0.420731,0,0,0,0,0,0,0.307999,
1468176037892882,-0.00878906,0.191895,0.908691,0.008052,0.226188,0.97356,0.00491094,0.179195,0.971691,0.003452,0.201088,0.97786,0,0,0,0,0,0,0,0,0.308428,
1468176037898946,0.00927734,0.208008,0.89209,0.021228,0.237168,0.964776,0.0229773,0.195308,0.95509,0.016628,0.212068,0.969076,0,0,0,0,0,0,0,0,0.3058,
1468176037905008,0.0146484,0.232422,0.87207,0.02562,0.250344,0.94794,0.0283484,0.219722,0.93507,0.02102,0.225244,0.95224,0,0,0,0,0,0,0,0,0.300153,
1468176037911070,0.012207,0.250488,0.865234,0.020496,0.275964,0.937692,0.025907,0.237788,0.928234,0.015896,0.250864,0.941992,-0.326364,-0.324655,0,0,0,0,0,0,0,
1468176037917129,0.0102539,0.261719,0.854492,0.008784,0.292068,0.928908,0.0239539,0.249019,0.917492,0.004184,0.266968,0.933208,-0.466072,-0.398628,-0.35168,0,0,0,0,0,0,
1468176037923189,-0.00292969,0.264648,0.857422,0.010248,0.291336,0.92598,0.0107703,0.251948,0.920422,0.005648,0.266236,0.93028,-0.578271,-0.421521,-0.444058,0,0,0,-0.296338,0,0,
1468176037929252,-0.0136719,0.252441,0.852051,0.001464,0.273036,0.921588,2.81241e-05,0.239741,0.915051,-0.003136,0.247936,0.925888,-0.630429,-0.392778,-0.520447,0,0,0,-0.302616,0,0,
1468176037935312,-0.0366211,0.236816,0.847656,-0.038064,0.260592,0.923052,-0.0229211,0.224116,0.910656,-0.042664,0.235492,0.927352,-0.615403,0,-0.56304,0,0,0,-0.299392,0,0,
1468176037941375,-0.0805664,0.210938,0.869141,-0.04758,0.238632,0.948672,-0.0668664,0.198237,0.932141,-0.05218,0.213532,0.952972,-0.507385,0,-0.542039,0,0,0,0,0,0,
1468176037947435,-0.0830078,0.201172,0.897949,-0.063684,0.218136,0.965508,-0.0693078,0.188472,0.960949,-0.068284,0.193036,0.969808,-0.341156,0,-0.456738,0,0,0,0,0,0,
1468176037953498,-0.0859375,0.193359,0.911621,-0.072468,0.221796,0.98088,-0.0722375,0.180659,0.974621,-0.077068,0.196696,0.98518,0,0,-0.342483,0,0,0,0,0,0,
1468176037959557,-0.0922852,0.210938,0.897949,-0.074664,0.240096,0.96258,-0.0785852,0.198237,0.960949,-0.079264,0.214996,0.96688,0,0.320097,0,0,0,0,0,0,0,
1468176037965616,-0.0878906,0.209961,0.908691,-0.071004,0.234972,0.95892,-0.0741906,0.197261,0.971691,-0.075604,0.209872,0.96322,0,0.394746,0,0,0,0,0,0,0,
1468176037971676,-0.0766602,0.197266,0.891113,-0.059292,0.221796,0.950136,-0.0629602,0.184566,0.954113,-0.063892,0.196696,0.954436,0,0.392352,0,0,0,0,0,0,0,
1468176037977737,-0.0732422,0.201172,0.892578,-0.057096,0.223992,0.9516,-0.0595422,0.188472,0.955578,-0.061696,0.198892,0.9559,0,0.363653,0,0,0,0,0,0,0,
1468176037983795,-0.0673828,0.209961,0.885254,-0.055632,0.244488,0.942084,-0.0536828,0.197261,0.948254,-0.060232,0.219388,0.946384,0,0.311637,0,0,0,0,0,0,0,
1468176037989974,-0.0561523,0.228027,0.866211,-0.044652,0.253272,0.927444,-0.0424523,0.215327,0.929211,-0.049252,0.228172,0.931744,0,0,0,0,0,0,0,0,0,
1468176037996039,-0.0488281,0.235352,0.86084,-0.031476,0.248148,0.925248,-0.0351281,0.222652,0.92384,-0.036076,0.223048,0.929548,0,0,-0.316624,0,0,-0.30495,0,0,0,
1468176038002100,-0.0395508,0.231445,0.852539,-0.033672,0.25254,0.928176,-0.0258508,0.218745,0.915539,-0.038272,0.22744,0.932476,0,0,-0.369925,0,0,-0.322625,0,0,0,
1468176038008160,-0.0454102,0.253906,0.866699,-0.044652,0.26718,0.9333,-0.0317102,0.241206,0.929699,-0.049252,0.24208,0.9376,0,0,-0.406743,0,0,-0.335661,0,0,0,
1468176038014223,-0.0512695,0.261719,0.876465,-0.050508,0.294264,0.954528,-0.0375695,0.249019,0.939465,-0.055108,0.269164,0.958828,0,0,-0.39732,0,0,-0.341975,0,0,0,
1468176038020284,-0.0668945,0.293945,0.901367,-0.057096,0.316956,0.968436,-0.0531945,0.281245,0.964367,-0.061696,0.291856,0.972736,0,0,-0.316531,0,0,-0.332436,0,0,0,
1468176038026349,-0.0761719,0.306152,0.90625,-0.05856,0.32208,0.985272,-0.0624719,0.293452,0.96925,-0.06316,0.29698,0.989572,-0.305652,0,0,0,0,-0.308192,0,0,0,
1468176038032408,-0.074707,0.305176,0.928223,-0.060024,0.339648,0.983808,-0.061007,0.292476,0.991223,-0.064624,0.314548,0.988108,-0.437476,0,0,0,0,0,0,0,0,
1468176038038469,-0.0893555,0.301758,0.91748,-0.066612,0.316956,0.98454,-0.0756555,0.289058,0.98048,-0.071212,0.291856,0.98884,-0.504211,0,0,0,0,0,0,0,0,
1468176038044529,-0.0800781,0.286133,0.919922,-0.05856,0.31476,1.02334,-0.0663781,0.273433,0.982922,-0.06316,0.28966,1.02764,-0.519186,0,0,0,0,0,0,0,0,
1468176038050589,-0.0668945,0.289062,0.99707,-0.057096,0.323544,1.03212,-0.0531945,0.276363,1.06007,-0.061696,0.298444,1.03642,-0.486563,0,0.320485,0,0,0,0,0,0,
1468176038056650,-0.120605,0.306641,0.956543,-0.117852,0.337452,0.983076,-0.106905,0.293941,1.01954,-0.122452,0.312352,0.987376,-0.472114,0,0.376116,0,0,0,0,0,0,
1468176038062709,-0.15332,0.283203,0.891602,-0.114924,0.311832,0.917196,-0.13962,0.270503,0.954602,-0.119524,0.286732,0.921496,-0.395334,0.300662,0,0,0,0,0,0,0,
1468176038068770,-0.0927734,0.253906,0.773438,-0.07686,0.280356,0.852048,-0.0790734,0.241206,0.836438,-0.08146,0.255256,0.856348,0,0.295265,0,0,0,0,0,0,0,
1468176038074830,-0.0327148,0.240234,0.747559,-0.016836,0.254736,0.824964,-0.0190148,0.227534,0.810559,-0.021436,0.229636,0.829264,0,0,-0.340686,0,0,0,0,0,0,
1468176038080892,-0.00683594,0.220215,0.800293,0.006588,0.237168,0.880596,0.00686406,0.207515,0.863293,0.001988,0.212068,0.884896,0,0,-0.679028,0,0,0,0,0,0,
1468176038086956,0.00537109,0.217773,0.820801,0.00732,0.236436,0.898896,0.0190711,0.205073,0.883801,0.00272,0.211336,0.903196,0,0,-0.891871,0,0,0,0,0,0,
1468176038093015,-0.000976562,0.265625,0.816895,0.005124,0.300852,0.893772,0.0127234,0.252925,0.879895,0.000524,0.275752,0.898072,0,-0.490228,-0.985081,0,0,0,0,0,0,
1468176038099075,0,0.335449,0.848144,0.011712,0.357216,0.90402,0.0137,0.322749,0.911144,0.007112,0.332116,0.90832,0,-0.678032,-0.857326,0,0,-0.302301,0,0,0,
1468176038105137,-0.0136719,0.340332,0.895508,-0.000732,0.377712,0.950136,2.81241e-05,0.327632,0.958508,-0.005332,0.352612,0.954436,0,-0.721044,-0.585082,0,0,0,0,0,0,
1468176038111198,-0.0234375,0.349121,0.893066,-0.01098,0.377712,0.964044,-0.0097375,0.336421,0.956066,-0.01558,0.352612,0.968344,-0.383601,-0.693345,-0.408023,0,0,0,0,0,0,
1468176038117257,-0.0322266,0.362793,0.913574,-0.02562,0.388692,0.97722,-0.0185266,0.350093,0.976574,-0.03022,0.363592,0.98152,-0.660656,-0.628425,0,-0.314903,0,0,0,0,0,
1468176038123317,-0.0805664,0.370117,0.911133,-0.04758,0.39528,0.974292,-0.0668664,0.357417,0.974133,-0.05218,0.37018,0.978592,-0.840888,-0.500858,0,-0.364619,0,0,0,0,0,
1468176038129378,-0.0874023,0.373047,0.899902,-0.06954,0.39162,0.981612,-0.0737023,0.360347,0.962902,-0.07414,0.36652,0.985912,-0.897126,-0.336512,0,-0.406013,0,0,0,0,0,
1468176038135437,-0.0913086,0.35498,0.910645,-0.079788,0.385764,0.980148,-0.0776086,0.34228,0.973645,-0.084388,0.360664,0.984448,-0.905956,0,0,-0.43344,0,0,0,0,0,
1468176038141498,-0.0874023,0.337402,0.912598,-0.068808,0.365268,0.983808,-0.0737023,0.324702,0.975598,-0.073408,0.340168,0.988108,-0.865683,0,0,-0.437572,0,0,0,0,0,
1468176038147557,-0.0874023,0.330078,0.913574,-0.068076,0.363072,0.978684,-0.0737023,0.317378,0.976574,-0.072676,0.337972,0.982984,-0.790439,0,0,-0.4361,0,0,0,0,0,
1468176038153675,-0.0942383,0.3125,0.912598,-0.064416,0.348432,0.97356,-0.0805383,0.2998,0.975598,-0.069016,0.323332,0.97786,-0.668251,0,0,-0.422313,0,0,0,0,0,
1468176038159734,-0.0820312,0.325195,0.910645,-0.0732,0.352092,0.972828,-0.0683312,0.312495,0.973645,-0.0778,0.326992,0.977128,-0.560842,0,0,-0.420171,0,0,0,0,0,
1468176038165797,-0.0849609,0.324707,0.899414,-0.083448,0.349896,0.96624,-0.0712609,0.312007,0.962414,-0.088048,0.324796,0.97054,-0.470587,0,0,-0.42129,0,0,0,0,0,
1468176038171858,-0.0957031,0.313477,0.89502,-0.081252,0.327936,0.967704,-0.0820031,0.300777,0.95802,-0.085852,0.302836,0.972004,-0.386404,0,0,-0.412533,0,0,0,0,0,
1468176038177916,-0.104004,0.307617,0.911133,-0.094428,0.338184,0.981612,-0.0903039,0.294917,0.974133,-0.099028,0.313084,0.985912,-0.313964,0,0,-0.396562,0,0,0,0,0,
1468176038183975,-0.0942383,0.310547,0.899414,-0.0915,0.319884,0.972096,-0.0805383,0.297847,0.962414,-0.0961,0.294784,0.976396,0,0,0,-0.387863,0,0,0,0,0,
1468176038190035,-0.0986328,0.297363,0.896973,-0.081252,0.321348,0.971364,-0.0849328,0.284663,0.959973,-0.085852,0.296248,0.975664,0,0,0,-0.390893,0,0,0,0,0,
1468176038196096,-0.100098,0.289551,0.908691,-0.085644,0.31842,0.966972,-0.0863977,0.276851,0.971691,-0.090244,0.29332,0.971272,0,0,0,-0.399605,0,0,0,0,0,
1468176038202155,-0.0981445,0.292969,0.930664,-0.06954,0.335988,0.985272,-0.0844445,0.280269,0.993664,-0.07414,0.310888,0.989572,0,0,0,-0.422405,0,0,0,0,0,
1468176038208214,-0.0976562,0.321289,0.911133,-0.081252,0.355752,0.978684,-0.0839562,0.308589,0.974133,-0.085852,0.330652,0.982984,0,0,0,-0.45722,0,0,0,0,0,
1468176038214274,-0.103516,0.344238,0.898438,-0.078324,0.375516,0.970632,-0.0898156,0.331538,0.961438,-0.082924,0.350416,0.974932,0,0,0,-0.475066,0,0,0,0,0,
1468176038220335,-0.0805664,0.379395,0.905273,-0.068808,0.396744,0.975024,-0.0668664,0.366695,0.968273,-0.073408,0.371644,0.979324,0,0,0,-0.475106,0,0,0,0,0,
1468176038226396,-0.0737305,0.385254,0.90625,-0.04758,0.420168,0.971364,-0.0600305,0.372554,0.96925,-0.05218,0.395068,0.975664,-0.439964,0,0,-0.476159,0,0,0,0,0,
1468176038232456,-0.059082,0.403809,0.897949,-0.030012,0.434808,0.985272,-0.045382,0.391109,0.960949,-0.034612,0.409708,0.989572,-0.625851,0,0,-0.482967,0,0,-0.301461,0,0,
1468176038238518,-0.0517578,0.420898,0.913574,-0.011712,0.438468,0.97722,-0.0380578,0.408198,0.976574,-0.016312,0.413368,0.98152,-0.783511,0,0,-0.487933,0,0,-0.322266,0,0,
1468176038244578,-0.0307617,0.406738,0.907715,-0.020496,0.426756,0.959652,-0.0170617,0.394038,0.970715,-0.025096,0.401656,0.963952,-0.872799,0,0,-0.483043,0,0,-0.338798,0,0,
1468176038250638,-0.0439453,0.401855,0.880371,-0.009516,0.41724,0.95526,-0.0302453,0.389155,0.943371,-0.014116,0.39214,0.95956,-0.892014,-0.353484,0,-0.473829,0,0,-0.350782,0,0,
1468176038256695,-0.034668,0.390137,0.884277,-0.016836,0.404796,0.94062,-0.020968,0.377437,0.947277,-0.021436,0.379696,0.94492,-0.85809,-0.427136,0,-0.464192,0,0,-0.358638,0,0,
1468176038262753,-0.0454102,0.370605,0.869141,-0.016836,0.403332,0.930372,-0.0317102,0.357905,0.932141,-0.021436,0.378232,0.934672,-0.767098,-0.458381,0,-0.458321,0,0,-0.362148,0,0,
1468176038268815,-0.046875,0.372559,0.852051,-0.02562,0.393816,0.931836,-0.033175,0.359859,0.915051,-0.03022,0.368716,0.936136,-0.649664,-0.452801,0,-0.452739,0,0,-0.361852,0,0,
1468176038274875,-0.0415039,0.359375,0.847656,-0.019764,0.401868,0.936228,-0.0278039,0.346675,0.910656,-0.024364,0.376768,0.940528,-0.552331,-0.444683,0,-0.454063,0,0,-0.357628,0,0,
1468176038280936,-0.0429688,0.365723,0.852051,-0.03294,0.393084,0.923052,-0.0292687,0.353023,0.915051,-0.03754,0.367984,0.927352,-0.466273,-0.42194,0,-0.450186,0,0,-0.350799,0,0,
1468176038287004,-0.0371094,0.335449,0.84668,-0.028548,0.370392,0.91134,-0.0234094,0.322749,0.90968,-0.033148,0.345292,0.91564,-0.352475,-0.405767,0,-0.434664,0,0,-0.339822,0,0,
1468176038293064,-0.0444336,0.34668,0.850586,-0.027816,0.366732,0.939156,-0.0307336,0.33398,0.913586,-0.032416,0.341632,0.943456,0,-0.391246,0,-0.428135,0,0,-0.331751,0,0,
1468176038299128,-0.0668945,0.334473,0.876953,-0.057828,0.37698,0.943548,-0.0531945,0.321773,0.939953,-0.062428,0.35188,0.947848,0,-0.334288,0,-0.420193,0,0,-0.325883,0,0,
1468176038305191,-0.0913086,0.336426,0.874023,-0.072468,0.361608,0.938424,-0.0776086,0.323726,0.937024,-0.077068,0.336508,0.942724,0,0,0,-0.412586,0,0,-0.322981,0,0,
1468176038311253,-0.0942383,0.331055,0.882813,-0.081984,0.368928,0.943548,-0.0805383,0.318355,0.945813,-0.086584,0.343828,0.947848,0,0,0,-0.407407,0,0,-0.322797,0,0,
1468176038317312,-0.101074,0.343262,0.879883,-0.076128,0.374052,0.934764,-0.0873742,0.330562,0.942883,-0.080728,0.348952,0.939064,0,0,0,-0.409333,0,0,-0.324799,0,0,
1468176038323374,-0.0898438,0.352539,0.870117,-0.06588,0.38064,0.945012,-0.0761437,0.339839,0.933117,-0.07048,0.35554,0.949312,0,0,0,-0.409769,0,0,-0.325312,0,0,
1468176038329435,-0.0898438,0.359375,0.878906,-0.060756,0.385032,0.946476,-0.0761437,0.346675,0.941906,-0.065356,0.359932,0.950776,0,0,0,-0.401586,0,0,-0.327672,0,0,
1468176038335494,-0.0688477,0.381348,0.875977,-0.0549,0.403332,0.934032,-0.0551477,0.368648,0.938977,-0.0595,0.378232,0.938332,0,0,0,-0.392471,0,0,-0.33549,0,0,
1468176038341554,-0.0708008,0.383789,0.866699,-0.060024,0.412848,0.94062,-0.0571008,0.371089,0.929699,-0.064624,0.387748,0.94492,0,0,0,-0.37304,0,0,-0.343918,0,0,
1468176038347616,-0.0795898,0.393555,0.886719,-0.061488,0.416508,0.939156,-0.0658898,0.380855,0.949719,-0.066088,0.391408,0.943456,0,0,0,-0.349486,0,0,-0.351289,0,0,
1468176038356870,-0.081543,0.380371,0.868164,-0.053436,0.41724,0.928908,-0.067843,0.367671,0.931164,-0.058036,0.39214,0.933208,0,0,0,-0.315117,0,0,-0.355506,0,0,
1468176038362932,-0.0571289,0.391602,0.850098,-0.039528,0.415044,0.927444,-0.0434289,0.378902,0.913098,-0.044128,0.389944,0.931744,0,0,0,0,0,0,-0.360408,0,0,
1468176038368994,-0.050293,0.394043,0.854004,-0.0366,0.41724,0.912072,-0.036593,0.381343,0.917004,-0.0412,0.39214,0.916372,-0.301156,0,0,0,0,0,-0.365741,0,0,
1468176038375056,-0.0537109,0.38623,0.845215,-0.030744,0.406992,0.906216,-0.0400109,0.37353,0.908215,-0.035344,0.381892,0.910516,0,0,0,0,0,0,-0.366857,0,0,
1468176038381115,-0.0473633,0.366699,0.837402,-0.033672,0.393084,0.897432,-0.0336633,0.353999,0.900402,-0.038272,0.367984,0.901732,0,0,0,0,0,0,-0.362489,0,0,
1468176038387178,-0.0522461,0.368652,0.839355,-0.035868,0.396744,0.89304,-0.0385461,0.355952,0.902355,-0.040468,0.371644,0.89734,0,-0.323176,0,0,0,0,-0.354176,0,0,
1468176038393330,-0.0600586,0.382324,0.833496,-0.039528,0.415044,0.892308,-0.0463586,0.369624,0.896496,-0.044128,0.389944,0.896608,0,-0.334527,0,0,0,0,-0.34757,0,0,
1468176038400617,-0.0541992,0.389648,0.83252,-0.03294,0.417972,0.903288,-0.0404992,0.376948,0.89552,-0.03754,0.392872,0.907588,0,-0.349213,0,0,0,0,-0.340688,0,0,
1468176038407963,-0.0439453,0.382324,0.836914,-0.021228,0.412848,0.906216,-0.0302453,0.369624,0.899914,-0.025828,0.387748,0.910516,0,-0.38322,0,0,0,0,-0.33561,0,0,
1468176038415321,-0.0439453,0.38916,0.84375,-0.030012,0.416508,0.906948,-0.0302453,0.37646,0.90675,-0.034612,0.391408,0.911248,0,-0.403,0,0,0,0,-0.333204,0,0,
1468176038421889,-0.0625,0.39209,0.831055,-0.040992,0.419436,0.904752,-0.0488,0.37939,0.894055,-0.045592,0.394336,0.909052,0,-0.400252,0,0,0,0,-0.330962,0,0,
1468176038427949,-0.0605469,0.395996,0.824219,-0.040992,0.411384,0.8967,-0.0468469,0.383296,0.887219,-0.045592,0.386284,0.901,0,-0.41053,0,0,0,0,-0.325993,0,0,
1468176038435765,-0.0649414,0.39502,0.84668,-0.049776,0.418704,0.920856,-0.0512414,0.38232,0.90968,-0.054376,0.393604,0.925156,0,-0.395134,0,0,0,0,-0.325621,0,0,
1468176038442731,-0.0776367,0.400879,0.869629,-0.067344,0.433344,0.928908,-0.0639367,0.388179,0.932629,-0.071944,0.408244,0.933208,0,-0.329586,0,0,0,0,-0.331728,0,0,
1468176038453190,-0.0991211,0.405273,0.861328,-0.077592,0.4209,0.919392,-0.0854211,0.392573,0.924328,-0.082192,0.3958,0.923692,0,0,0,0,0,0,-0.340241,0,0,
1468176038460502,-0.0893555,0.376953,0.841797,-0.081984,0.4026,0.909144,-0.0756555,0.364253,0.904797,-0.086584,0.3775,0.913444,0,0,0,0,0,0,-0.348075,0,0,
1468176038466866,-0.0854492,0.361328,0.84375,-0.08052,0.389424,0.901824,-0.0717492,0.348628,0.90675,-0.08512,0.364324,0.906124,0,0,0,0,0,0,-0.353857,0,0,
1468176038473497,-0.0849609,0.347656,0.850098,-0.077592,0.36234,0.886452,-0.0712609,0.334956,0.913098,-0.082192,0.33724,0.890752,0,0,0,0,0,0,-0.347281,0,0,
1468176038481512,-0.078125,0.334961,0.82373,-0.06954,0.357216,0.884256,-0.064425,0.322261,0.88673,-0.07414,0.332116,0.888556,0,0,0,0,0,0,-0.329024,0,0,
1468176038488581,-0.0947266,0.333008,0.823242,-0.073932,0.360144,0.890112,-0.0810266,0.320308,0.886242,-0.078532,0.335044,0.894412,0,0,0,0,0,0,-0.309023,0,0,
1468176038495954,-0.0981445,0.338379,0.840332,-0.075396,0.366732,0.899628,-0.0844445,0.325679,0.903332,-0.079996,0.341632,0.903928,0.32132,0,0,0,0,0,0,0,0,
1468176038502013,-0.0917969,0.34668,0.839844,-0.082716,0.374784,0.901092,-0.0780969,0.33398,0.902844,-0.087316,0.349684,0.905392,0.356697,0,0,0,0,0,0,0,0,
