time, attx, atty, attz, accx, accy, accz, acc_raw1x, acc_raw1y, acc_raw1z, acc_raw2x, acc_raw2y, acc_raw2z, velx, vely, velz, vel_raw1x, vel_raw1y, vel_raw1z, vel_raw2x, vel_raw2y, vel_raw2z, locx, locy, locz, loc_raw1x, loc_raw1y, loc_raw1z, loc_raw2x, loc_raw2y, loc_raw2z,
1468353517355432,0.012358,0.0251238,1.57738,0,0,0,0.0920352,-0.153804,-0.132203,0.0489304,-0.253805,0.000700257,0,0,0,72.4889,-38.8975,-40.046,41.5856,-95.8416,-16.5907,0,0,0,81.6826,-45.5375,-42.8776,45.3995,-109.474,-20.2709,
1468353517365473,0.0123302,0.0251085,1.57713,0,0,0,0.157797,-0.0294778,-0.150515,0.142191,-0.340062,-0.0198182,0,0,0,72.7388,-39.0808,-40.3287,41.7768,-96.4354,-16.6098,0,0,0,82.4087,-45.9274,-43.2794,45.8163,-110.436,-20.4369,
1468353517375511,0.0123101,0.0250986,1.57689,0,0,0,0.125509,-0.14803,-0.0896569,0.0835291,-0.240784,-0.0503367,0,0,0,73.0221,-39.2583,-40.5689,42.0025,-97.0163,-16.6799,0,0,0,83.1375,-46.3191,-43.6839,46.2352,-111.403,-20.6033,
1468353517385548,0.0122841,0.0250756,1.57664,0,0,0,0.162373,-0.102012,-0.163125,0.0898848,-0.183943,-0.0662199,0,0,0,73.3099,-39.5084,-40.8216,42.1759,-97.441,-16.7965,0,0,0,83.8692,-46.7129,-44.0909,46.6561,-112.375,-20.7707,
1468353517395584,0.0122555,0.0250645,1.57644,0,0,0,0.224591,-0.149689,-0.162685,0.0827341,-0.19792,-0.0442448,0,0,0,73.6969,-39.7601,-41.1475,42.3485,-97.8229,-16.907,0,0,0,84.6042,-47.1093,-44.5007,47.0787,-113.352,-20.9392,
1468353517405621,0.0122265,0.0250599,1.57621,0,0,0,0.12451,-0.0131416,-0.0403589,0.0531555,-0.228279,-0.100578,0,0,0,74.046,-39.9229,-41.3505,42.4844,-98.2491,-17.0518,0,0,0,85.3429,-47.5077,-44.9132,47.5029,-114.332,-21.109,
1468353517415659,0.0122025,0.0250639,1.57599,0,0,0,0.158574,-0.108103,-0.0144324,0.0894538,-0.226636,-0.0436083,0,0,0,74.3291,-40.0441,-41.4053,42.627,-98.704,-17.196,0,0,0,86.0848,-47.9075,-45.327,47.9284,-115.317,-21.2803,
1468353517425709,0.0121704,0.0250407,1.57574,0,0,0,0.219668,-0.0855894,-0.0732254,0.110793,-0.226425,-0.0295213,0,0,0,74.7073,-40.2378,-41.4929,42.8273,-99.157,-17.2691,0,0,0,86.83,-48.3089,-45.7415,48.3557,-116.306,-21.4526,
1468353517435745,0.0121423,0.0250187,1.57541,0,0,0,0.200202,-0.0956528,-0.0775357,0.110911,-0.232954,0.00653495,0,0,0,75.1272,-40.4191,-41.6437,43.049,-99.6164,-17.2921,0,0,0,87.5791,-48.7122,-46.1572,48.7851,-117.3,-21.6254,
1468353517445783,0.0121247,0.0249943,1.57517,0,0,0,0.208156,-0.0215888,-0.17051,-1.74974,-0.250848,-0.0855652,0,0,0,75.5356,-40.5363,-41.8918,41.4101,-100.1,-17.3711,0,0,0,88.3325,-49.117,-46.5749,49.2074,-118.299,-21.7987,
1468353517455881,0.0120972,0.0249824,1.5749,0,0,0,0.126861,-0.0840603,-0.158392,0.109195,-0.163404,-0.0670189,0,0,0,75.8706,-40.642,-42.2207,39.7696,-100.514,-17.5237,0,0,0,89.0895,-49.5229,-46.9954,49.6133,-119.302,-21.9732,
1468353517465948,0.0120703,0.0249786,1.57462,0,0,0,0.184562,-0.116602,-0.124739,0.094616,-0.163344,-0.0596674,0,0,0,76.182,-40.8426,-42.5038,39.9734,-100.841,-17.6504,0,0,0,89.8498,-49.9303,-47.419,50.012,-120.308,-22.1491,
1468353517475988,0.0120421,0.0249526,1.57435,0,0,0,0.131253,-0.103313,-0.148394,0.0812016,-0.226103,0.0282254,0,0,0,76.4978,-41.0625,-42.7769,40.1492,-101.231,-17.6818,0,0,0,90.6132,-50.3398,-47.8454,50.4126,-121.319,-22.3257,
1468353517486025,0.0119947,0.0249379,1.57406,0,0,0,0.203184,-0.0923905,-0.0968372,0.0583675,-0.148473,-0.0165402,0,0,0,76.8323,-41.2582,-43.0221,40.2888,-101.605,-17.6701,0,0,0,91.3798,-50.7514,-48.2744,50.8148,-122.333,-22.5025,
1468353517496061,0.0119914,0.0249039,1.57383,0,0,0,0.202558,-0.0361626,-0.131776,0.0941328,-0.271613,-0.0498153,0,0,0,77.238,-41.3868,-43.2508,40.4413,-102.025,-17.7365,0,0,0,92.1502,-51.1646,-48.7058,51.2185,-123.351,-22.6795,
1468353517506097,0.0119736,0.0248869,1.57358,0,0,0,0.240581,-0.0413066,-0.141686,0.10182,-0.262998,0.0144997,0,0,0,77.6811,-41.4643,-43.5242,40.6372,-102.56,-17.7718,0,0,0,92.9247,-51.5789,-49.1397,51.6238,-124.374,-22.8571,
1468353517516133,0.011961,0.0248721,1.57333,0,0,0,0.0970876,-0.084556,-0.124535,0.0869587,-0.206149,-0.00111118,0,0,0,78.0188,-41.5901,-43.7904,40.826,-103.029,-17.7584,0,0,0,93.7032,-51.9942,-49.5762,52.0312,-125.402,-23.0347,
1468353517526180,0.0119317,0.0248607,1.57307,0,0,0,0.129952,-0.133449,-0.162035,0.092379,-0.223659,-0.122827,0,0,0,78.2458,-41.8081,-44.077,41.0054,-103.459,-17.8824,0,0,0,94.4846,-52.4112,-50.0156,52.4403,-126.434,-23.2129,
1468353517536216,0.0119007,0.0248493,1.57277,0,0,0,0.263642,-0.0277035,-0.151885,0.078749,-0.257561,-0.0356553,0,0,0,78.6394,-41.9693,-44.3909,41.1765,-103.94,-18.0408,0,0,0,95.269,-52.83,-50.4579,52.8512,-127.471,-23.3925,
1468353517546264,0.0118753,0.0248221,1.57247,0,0,0,0.215443,-0.124325,-0.16808,0.0414557,-0.224158,-0.122234,0,0,0,79.1185,-42.1213,-44.7109,41.2967,-104.422,-18.1987,0,0,0,96.0578,-53.2505,-50.9034,53.2636,-128.513,-23.5737,
1468353517556312,0.0118628,0.024802,1.57218,0,0,0,0.0870643,-0.108105,-0.0759575,0.113857,-0.316154,-0.0633698,0,0,0,79.421,-42.3537,-44.9549,41.452,-104.962,-18.3843,0,0,0,96.8505,-53.6729,-51.3518,53.6773,-129.56,-23.7566,
1468353517566346,0.0118404,0.0247938,1.57193,0,0,0,0.158271,-0.0321488,-0.102639,0.112853,-0.217041,-0.116091,0,0,0,79.6664,-42.494,-45.1335,41.6787,-105.495,-18.5638,0,0,0,97.6459,-54.0971,-51.8022,54.093,-130.612,-23.9414,
1468353517576381,0.0118144,0.0247702,1.57164,0,0,0,0.0671728,-0.128094,-0.0944026,0.0484857,-0.266504,-0.0710311,0,0,0,79.8918,-42.6542,-45.3306,41.8401,-105.979,-18.7509,0,0,0,98.4437,-54.5229,-52.2545,54.5106,-131.67,-24.128,
1468353517586421,0.0118022,0.0247431,1.57138,0,0,0,0.12802,-0.12139,-0.200683,0.0920946,-0.20776,-0.00838614,0,0,0,80.087,-42.9037,-45.6257,41.9806,-106.453,-18.8303,0,0,0,99.2436,-54.9506,-52.7093,54.9297,-132.732,-24.3159,
1468353517596468,0.0117836,0.0247188,1.57109,0,0,0,0.210041,-0.0911622,-0.130553,0.0628058,-0.215911,-0.0365759,0,0,0,80.4251,-43.1163,-45.9569,42.1355,-106.877,-18.8753,0,0,0,100.046,-55.3807,-53.1672,55.3503,-133.799,-24.5044,
1468353517606504,0.0117518,0.0246882,1.57084,0,0,0,0.162452,-0.162003,-0.0755606,0.106099,-0.229348,0.0134989,0,0,0,80.7976,-43.3694,-46.163,42.3044,-107.322,-18.8984,0,0,0,100.852,-55.8132,-53.6278,55.7725,-134.87,-24.6933,
1468353517616540,0.0117254,0.0246631,1.57058,0,0,0,0.190998,-0.14292,-0.0667957,0.0692118,-0.259725,-0.0427829,0,0,0,81.151,-43.6744,-46.3054,42.4798,-107.811,-18.9277,0,0,0,101.662,-56.2484,-54.0902,56.1964,-135.945,-24.8824,
1468353517626587,0.0117041,0.0246387,1.57032,0,0,0,0.196006,-0.108759,-0.0293845,0.0622836,-0.215857,-0.000708441,0,0,0,81.538,-43.926,-46.4015,42.6112,-108.287,-18.9711,0,0,0,102.475,-56.6864,-54.5537,56.6218,-137.026,-25.0719,
1468353517636635,0.0116806,0.0246203,1.56999,0,0,0,0.127417,-0.0447409,-0.145129,0.0829577,-0.281728,-0.0424287,0,0,0,81.8614,-44.0795,-46.5761,42.7565,-108.784,-19.0143,0,0,0,103.292,-57.1264,-55.0186,57.0487,-138.111,-25.2618,
1468353517646672,0.0116585,0.0246,1.56967,0,0,0,0.0798884,-0.0245845,-0.0971727,0.0254332,-0.17405,-0.0372352,0,0,0,82.0687,-44.1489,-46.8184,42.8649,-109.24,-19.0939,0,0,0,104.112,-57.5676,-55.4856,57.4768,-139.201,-25.4524,
1468353517656709,0.0116267,0.0245825,1.56934,0,0,0,0.0551219,-0.0687614,-0.134127,0.103292,-0.276068,-0.0859154,0,0,0,82.2037,-44.2422,-47.0497,42.9936,-109.69,-19.2171,0,0,0,104.933,-58.0095,-55.9549,57.9061,-140.296,-25.6439,
1468353517666745,0.0116009,0.0245764,1.56902,0,0,0,0.139952,-0.147605,-0.214615,0.0890844,-0.189311,-0.0591618,0,0,0,82.3988,-44.4586,-47.3984,43.186,-110.156,-19.3622,0,0,0,105.756,-58.453,-56.4271,58.337,-141.395,-25.8368,
1468353517676781,0.0115951,0.0245618,1.56871,0,0,0,0.102468,-0.131457,-0.137939,0.059901,-0.240174,-0.0791244,0,0,0,82.6412,-44.7376,-47.751,43.335,-110.585,-19.5005,0,0,0,106.582,-58.899,-56.9029,58.7696,-142.499,-26.0311,
1468353517686827,0.0115765,0.0245561,1.56842,0,0,0,0.121726,-0.111859,-0.114697,0.0882096,-0.269205,-0.0859271,0,0,0,82.8654,-44.981,-48.0036,43.4831,-111.094,-19.6655,0,0,0,107.409,-59.3476,-57.3817,59.2037,-143.607,-26.227,
1468353517696863,0.0115501,0.024536,1.5681,0,0,0,0.198817,-0.0916462,-0.0538239,0.0672576,-0.203194,-0.0226853,0,0,0,83.186,-45.1845,-48.1721,43.6385,-111.567,-19.7741,0,0,0,108.239,-59.7984,-57.8625,59.6393,-144.721,-26.4242,
1468353517706910,0.0115378,0.0245118,1.5678,0,0,0,0.203237,-0.0733942,-0.0782815,0.0957645,-0.23925,-0.0149643,0,0,0,83.588,-45.3495,-48.3042,43.8016,-112.009,-19.8118,0,0,0,109.073,-60.2511,-58.3449,60.0765,-145.838,-26.6221,
1468353517716958,0.0115116,0.0244766,1.56751,0,0,0,0.186924,-0.12956,-0.206064,0.08757,-0.248176,-0.0721189,0,0,0,83.9782,-45.5525,-48.5886,43.9849,-112.497,-19.8989,0,0,0,109.911,-60.7056,-58.8294,60.5154,-146.961,-26.8206,
1468353517726994,0.0114835,0.0244719,1.56723,0,0,0,0.0830582,-0.139752,-0.0465385,0.0954786,-0.224639,0.0133844,0,0,0,84.2482,-45.8218,-48.8412,44.1679,-112.97,-19.9576,0,0,0,110.752,-61.1625,-59.3165,60.9562,-148.088,-27.0199,
1468353517737031,0.0114647,0.0244357,1.56676,0,0,0,0.168911,-0.0789862,-0.0777712,0.0943885,-0.198259,-0.0662597,0,0,0,84.5001,-46.0405,-48.9655,44.3578,-113.392,-20.0105,0,0,0,111.596,-61.6218,-59.8056,61.3988,-149.22,-27.2198,
1468353517747068,0.0114399,0.0244335,1.5665,0,0,0,0.159031,-0.0506345,-0.0927192,0.0799925,-0.254598,-0.0216349,0,0,0,84.8281,-46.1701,-49.136,44.5322,-113.845,-20.0984,0,0,0,112.443,-62.0828,-60.2961,61.8433,-150.356,-27.4203,
1468353517757114,0.011389,0.0244157,1.56617,0,0,0,0.0830021,-0.0149911,-0.0112848,0.00757871,-0.282975,-0.0129413,0,0,0,85.0701,-46.2358,-49.24,44.6198,-114.383,-20.1329,0,0,0,113.292,-62.5449,-60.788,62.289,-151.497,-27.6215,
1468353517767151,0.0113568,0.024388,1.56583,0,0,0,0.152911,-0.0948197,-0.115537,0.0791256,-0.198033,-0.0373913,0,0,0,85.306,-46.3456,-49.3668,44.7065,-114.864,-20.1833,0,0,0,114.144,-63.0078,-61.281,62.7357,-152.644,-27.823,
1468353517777187,0.0113364,0.0243699,1.56547,0,0,0,0.205883,-0.127337,-0.0530886,0.114884,-0.23362,-0.00822247,0,0,0,85.6648,-46.5677,-49.5354,44.9005,-115.296,-20.2289,0,0,0,114.999,-63.4723,-61.7755,63.1837,-153.794,-28.0251,
1468353517787223,0.011312,0.0243558,1.56511,0,0,0,0.190602,-0.105157,-0.120519,0.0787499,-0.190877,-0.0232178,0,0,0,86.0613,-46.8002,-49.709,45.0941,-115.72,-20.2603,0,0,0,115.858,-63.9392,-62.2717,63.6337,-154.95,-28.2275,
1468353517797259,0.0112884,0.0243323,1.56479,0,0,0,0.162286,-0.136912,-0.0427911,0.0920977,-0.256502,-0.0505144,0,0,0,86.4142,-47.0423,-49.8723,45.265,-116.167,-20.3341,0,0,0,116.72,-64.4084,-62.7696,64.0855,-156.109,-28.4305,
1468353517807296,0.0112628,0.0243121,1.56444,0,0,0,0.23803,-0.0822051,-0.126423,0.0202851,-0.283916,-0.00595569,0,0,0,86.8145,-47.2614,-50.0415,45.3773,-116.708,-20.3905,0,0,0,117.586,-64.8799,-63.2692,64.5387,-157.273,-28.6341,
1468353517817333,0.0112349,0.0242765,1.56411,0,0,0,0.132635,-0.0860995,-0.101186,0.0411789,-0.228399,-0.0650082,0,0,0,87.1852,-47.4297,-50.2692,45.4388,-117.22,-20.4615,0,0,0,118.456,-65.3534,-63.7707,64.9927,-158.443,-28.8384,
1468353517827372,0.0112198,0.0242424,1.56376,0,0,0,0.207359,-0.161383,-0.205612,0.084987,-0.205796,0.00573884,0,0,0,87.5252,-47.6772,-50.576,45.565,-117.654,-20.5208,0,0,0,119.33,-65.8289,-64.275,65.4478,-159.617,-29.0433,
1468353517837410,0.0112005,0.0242207,1.56334,0,0,0,0.122446,-0.143646,-0.0805407,0.0837923,-0.264493,-0.0359282,0,0,0,87.855,-47.9822,-50.8621,45.7338,-118.125,-20.551,0,0,0,120.207,-66.3072,-64.7822,65.9043,-160.796,-29.2487,
1468353517847448,0.0111744,0.0242168,1.56299,0,0,0,0.0654906,-0.108598,-0.0328402,0.0335391,-0.199913,-0.0512819,0,0,0,88.0429,-48.2345,-50.9755,45.8511,-118.589,-20.6382,0,0,0,121.086,-66.7883,-65.2914,66.3622,-161.98,-29.4546,
1468353517857487,0.0111497,0.0241991,1.56258,0,0,0,0.108316,-0.132635,-0.0135948,0.0618626,-0.256886,-0.014336,0,0,0,88.2167,-48.4757,-51.0219,45.9465,-119.046,-20.7038,0,0,0,121.967,-67.2718,-65.8013,66.8212,-163.168,-29.6613,
1468353517867585,0.011119,0.0241825,1.56219,0,0,0,0.190587,-0.0463571,0.0264975,0.06073,-0.258625,-0.078921,0,0,0,88.5156,-48.6547,-51.009,46.0691,-119.561,-20.797,0,0,0,122.851,-67.7575,-66.3115,67.2812,-164.361,-29.8688,
1468353517877623,0.0110925,0.0241667,1.56179,0,0,0,0.216024,-0.0861229,-0.212343,0.0754492,-0.187001,-0.0736416,0,0,0,88.9222,-48.7872,-51.1949,46.2053,-120.007,-20.9496,0,0,0,123.738,-68.2447,-66.8225,67.7426,-165.559,-30.0776,
1468353517887663,0.0110795,0.0241408,1.5614,0,0,0,0.173801,-0.0838504,-0.120917,0.0885527,-0.358437,-0.0194143,0,0,0,89.3121,-48.9571,-51.5281,46.3693,-120.552,-21.0427,0,0,0,124.629,-68.7334,-67.3361,68.2055,-166.762,-30.2875,
1468353517897704,0.0110529,0.024129,1.56102,0,0,0,0.152829,-0.11053,-0.235005,0.096581,-0.271681,0.0143068,0,0,0,89.6387,-49.1515,-51.884,46.5544,-121.183,-21.0478,0,0,0,125.524,-69.224,-67.8532,68.6701,-167.97,-30.498,
1468353517907743,0.0110412,0.0241052,1.5607,0,0,0,0.107706,-0.183759,0.0977683,0.075162,-0.200823,-0.0230717,0,0,0,89.8992,-49.4458,-52.0213,46.7261,-121.655,-21.0565,0,0,0,126.422,-69.7169,-68.3727,69.1365,-169.185,-30.7085,
1468353517917792,0.011016,0.0240984,1.56031,0,0,0,0.197539,-0.1117,-0.0486796,0.0816921,-0.201681,-0.0518535,0,0,0,90.2045,-49.7413,-51.9722,46.883,-122.058,-21.1315,0,0,0,127.322,-70.2129,-68.8927,69.6046,-170.403,-30.9194,
1468353517927830,0.0109883,0.024097,1.55993,0,0,0,0.109163,-0.124188,-0.205459,0.108871,-0.274663,-0.0863163,0,0,0,90.5112,-49.9772,-52.2263,47.0736,-122.534,-21.2696,0,0,0,128.226,-70.7115,-69.4137,70.0743,-171.626,-31.1314,
1468353517937867,0.0109624,0.0240742,1.55949,0,0,0,0.179706,-0.132018,-0.287505,0.0508277,-0.365833,-0.0116852,0,0,0,90.8,-50.2334,-52.7193,47.2333,-123.174,-21.3676,0,0,0,129.132,-71.2125,-69.9384,70.5459,-172.855,-31.3446,
1468353517947903,0.0109324,0.024063,1.5591,0,0,0,0.157911,-0.103274,-0.0915595,0.0731132,-0.237738,-0.0437363,0,0,0,91.1377,-50.4687,-53.0984,47.3572,-123.778,-21.423,0,0,0,130.042,-71.716,-70.4675,71.0188,-174.089,-31.5586,
1468353517957952,0.0109065,0.0240577,1.55874,0,0,0,0.10846,-0.161489,-0.142305,0.0656502,-0.265569,-0.00708616,0,0,0,91.404,-50.7334,-53.3322,47.496,-124.281,-21.4739,0,0,0,130.955,-72.2221,-70.9996,71.4931,-175.33,-31.7731,
1468353517968001,0.0108814,0.0240269,1.55837,0,0,0,0.127586,-0.110215,-0.177288,0.0722844,-0.231476,-0.0654407,0,0,0,91.6401,-51.0051,-53.6518,47.6339,-124.778,-21.5464,0,0,0,131.87,-72.7307,-71.5346,71.9687,-176.575,-31.9882,
1468353517978039,0.0108595,0.0240059,1.55799,0,0,0,0.134379,-0.0963814,0.0138999,0.0786183,-0.267849,-0.071836,0,0,0,91.902,-51.2117,-53.8152,47.7848,-125.278,-21.6837,0,0,0,132.788,-73.2418,-72.0719,72.4458,-177.825,-32.2043,
1468353517988077,0.0108389,0.0239909,1.5576,0,0,0,0.114634,-0.036606,-0.0926929,0.0501199,-0.287452,0.000749357,0,0,0,92.1511,-51.3447,-53.894,47.9135,-125.833,-21.7548,0,0,0,133.708,-73.7546,-72.6104,72.9243,-179.081,-32.4215,
1468353517998124,0.0108269,0.0239712,1.55722,0,0,0,0.185315,-0.0771535,-0.135632,0.0642336,-0.260014,-0.0359791,0,0,0,92.451,-51.4585,-54.1223,48.0279,-126.38,-21.79,0,0,0,134.631,-74.2686,-73.1505,73.404,-180.342,-32.6392,
1468353518008171,0.010811,0.0239438,1.55691,0,0,0,0.199925,-0.0953402,-0.0731003,0.02197,-0.22962,0.0212006,0,0,0,92.8362,-51.631,-54.3311,48.1141,-126.87,-21.8048,0,0,0,135.557,-74.7841,-73.6928,73.8847,-181.608,-32.8572,
1468353518018218,0.0107669,0.0239235,1.55656,0,0,0,0.109771,-0.0915537,0.0427671,0.0706945,-0.295302,0.0150257,0,0,0,93.1459,-51.8179,-54.3614,48.2068,-127.395,-21.7685,0,0,0,136.487,-75.3013,-74.2363,74.3664,-182.879,-33.0751,
1468353518028253,0.0107421,0.0239044,1.55625,0,0,0,0.150719,-0.0685783,-0.164211,0.041608,-0.239552,-0.0649795,0,0,0,93.4064,-51.978,-54.4828,48.3191,-127.93,-21.8185,0,0,0,137.42,-75.8203,-74.7805,74.849,-184.156,-33.293,
1468353518038300,0.0107261,0.0238963,1.55591,0,0,0,0.121417,-0.143264,-0.0950561,0.0619666,-0.297544,-0.0710153,0,0,0,93.6786,-52.1898,-54.7421,48.4226,-128.467,-21.9545,0,0,0,138.356,-76.3411,-75.3266,75.3327,-185.438,-33.5119,
1468353518048347,0.0106967,0.0238766,1.55557,0,0,0,0.141488,-0.094788,-0.0485352,0.0416145,-0.224642,-0.0294465,0,0,0,93.9415,-52.4279,-54.8857,48.5262,-128.989,-22.0549,0,0,0,139.294,-76.8642,-75.8747,75.8174,-186.725,-33.7319,
1468353518058394,0.0106662,0.0238709,1.55522,0,0,0,0.0870119,-0.120371,-0.14792,0.0923206,-0.19595,0.00521277,0,0,0,94.17,-52.643,-55.0822,48.6601,-129.41,-22.0792,0,0,0,140.234,-77.3896,-76.4246,76.3034,-188.017,-33.9526,
1468353518068430,0.0106439,0.0238679,1.55489,0,0,0,0.0971171,-0.151248,-0.0275514,0.048261,-0.196841,-0.0589116,0,0,0,94.3541,-52.9147,-55.2576,48.8007,-129.802,-22.1329,0,0,0,141.177,-77.9174,-76.9763,76.7907,-189.313,-34.1737,
1468353518078466,0.0106232,0.0238455,1.55456,0,0,0,0.193702,-0.0952991,-0.0155798,0.0841059,-0.169473,-0.0815087,0,0,0,94.6449,-53.1612,-55.3008,48.9331,-130.169,-22.2733,0,0,0,142.122,-78.4477,-77.5291,77.2793,-190.613,-34.3957,
1468353518088503,0.0105923,0.0238247,1.55423,0,0,0,0.096932,-0.104654,-0.0622007,0.0823601,-0.262638,-0.0649345,0,0,0,94.9356,-53.3612,-55.3785,49.0996,-130.601,-22.4197,0,0,0,143.07,-78.9804,-78.0825,77.7695,-191.917,-34.6191,
1468353518098537,0.01058,0.0237839,1.55394,0,0,0,0.210716,-0.136779,-0.105817,0.0544789,-0.246521,0.00677812,0,0,0,95.2432,-53.6026,-55.5466,49.2364,-131.11,-22.4779,0,0,0,144.021,-79.5152,-78.6371,78.2612,-193.226,-34.8436,
1468353518108572,0.0105605,0.0237778,1.55364,0,0,0,0.220861,-0.116904,-0.0632897,0.0615663,-0.218695,-0.0226841,0,0,0,95.6748,-53.8563,-55.7157,49.3524,-131.575,-22.4938,0,0,0,144.975,-80.0525,-79.1934,78.7541,-194.539,-35.0685,
1468353518118618,0.0105447,0.0237709,1.55334,0,0,0,0.158254,-0.0886823,-0.125541,0.0334065,-0.195898,0.0129869,0,0,0,96.0539,-54.0619,-55.9045,49.4474,-131.99,-22.5035,0,0,0,145.934,-80.5921,-79.7515,79.2481,-195.857,-35.2935,
1468353518128664,0.0105267,0.0237616,1.55305,0,0,0,0.153232,-0.093402,-0.120588,0.0601236,-0.2486,-0.0650602,0,0,0,96.3654,-54.2439,-56.1506,49.541,-132.434,-22.5556,0,0,0,146.896,-81.1336,-80.3118,79.7431,-197.179,-35.5188,
1468353518138711,0.010499,0.023738,1.55276,0,0,0,0.144401,-0.077446,-0.049025,0.0533761,-0.20566,-0.0660112,0,0,0,96.663,-54.4148,-56.3202,49.6545,-132.889,-22.6866,0,0,0,147.861,-81.6769,-80.8741,80.239,-198.506,-35.745,
1468353518148744,0.0104546,0.0237177,1.55248,0,0,0,0.0904542,-0.152039,0.00600187,0.0969117,-0.190793,-0.00221768,0,0,0,96.8979,-54.6443,-56.3633,49.8047,-133.285,-22.7549,0,0,0,148.829,-82.2222,-81.4376,80.7363,-199.836,-35.9722,
1468353518158779,0.0104387,0.0237043,1.55223,0,0,0,0.21319,-0.102724,-0.236,0.0658216,-0.291534,-0.0282418,0,0,0,97.2015,-54.899,-56.5933,49.9675,-133.767,-22.7853,0,0,0,149.799,-82.7699,-82.0023,81.2352,-201.172,-36.1999,
1468353518168822,0.0103955,0.0236918,1.55198,0,0,0,0.117697,-0.140878,-0.0951578,0.0818984,-0.197649,0.012455,0,0,0,97.5324,-55.1426,-56.9244,50.1152,-134.257,-22.8011,0,0,0,150.773,-83.3201,-82.5699,81.7356,-202.512,-36.4278,
1468353518178868,0.0103655,0.0236697,1.55171,0,0,0,0.183014,-0.214209,-0.0941525,0.0156315,-0.227019,-0.05796,0,0,0,97.8331,-55.4977,-57.1137,50.2127,-134.681,-22.8466,0,0,0,151.75,-83.8733,-83.1401,82.2373,-203.857,-36.6561,
1468353518188908,0.0103369,0.0236452,1.55144,0,0,0,0.184114,-0.119665,-0.134711,0.0292556,-0.262741,-0.0285603,0,0,0,98.2002,-55.8316,-57.3426,50.2576,-135.171,-22.9332,0,0,0,152.73,-84.43,-83.7124,82.7396,-205.206,-36.885,
1468353518198944,0.0103062,0.0236325,1.55117,0,0,0,0.111765,-0.0913698,-0.206448,0.0741327,-0.155929,-0.0243751,0,0,0,98.4961,-56.0426,-57.6837,50.361,-135.59,-22.9861,0,0,0,153.714,-84.9893,-84.2875,83.2427,-206.56,-37.1146,
1468353518208979,0.0102791,0.0236231,1.55091,0,0,0,0.214175,-0.0292699,-0.122786,0.0495035,-0.244054,-0.122582,0,0,0,98.8221,-56.1633,-58.013,50.4846,-135.99,-23.133,0,0,0,154.7,-85.5504,-84.866,83.7469,-207.918,-37.3452,
1468353518219013,0.0102508,0.0236085,1.55064,0,0,0,0.0414828,-0.0123731,-0.154861,0.000427012,-0.212463,-0.0366343,0,0,0,99.0777,-56.2049,-58.2906,50.5346,-136.446,-23.2923,0,0,0,155.69,-86.1122,-85.4475,84.252,-209.28,-37.5773,
1468353518229048,0.0102263,0.0235965,1.55041,0,0,0,0.112249,-0.130044,0.000407996,0.0639808,-0.236104,-0.0654945,0,0,0,99.2315,-56.3473,-58.4451,50.599,-136.895,-23.3944,0,0,0,156.681,-86.675,-86.0312,84.7577,-210.646,-37.8107,
1468353518239090,0.0102139,0.0235736,1.55018,0,0,0,0.150682,-0.11217,-0.0100094,0.0776384,-0.265171,-0.0577923,0,0,0,99.4944,-56.5896,-58.4547,50.7406,-137.396,-23.5177,0,0,0,157.675,-87.2396,-86.6157,85.2644,-212.018,-38.0453,
1468353518249127,0.010195,0.0235566,1.54993,0,0,0,0.164503,-0.0814058,-0.106681,0.0205104,-0.262968,-0.00697744,0,0,0,99.8096,-56.7831,-58.5714,50.8387,-137.924,-23.5824,0,0,0,158.671,-87.8065,-87.2008,85.7723,-213.394,-38.2808,
1468353518259164,0.0101863,0.0235431,1.54966,0,0,0,0.155731,-0.0428634,-0.0979109,0.0767727,-0.293867,-0.0427706,0,0,0,100.13,-56.9074,-58.776,50.936,-138.481,-23.6322,0,0,0,159.671,-88.375,-87.7876,86.2812,-214.776,-38.5169,
1468353518269202,0.0101778,0.0235319,1.54939,0,0,0,0.182514,-0.120656,-0.115548,0.0708151,-0.222426,-0.0587409,0,0,0,100.468,-57.0709,-58.9894,51.0836,-138.997,-23.7337,0,0,0,160.674,-88.9448,-88.3764,86.7913,-216.164,-38.7537,
1468353518279239,0.010147,0.0235118,1.54912,0,0,0,0.0910679,-0.128361,-0.109609,0.0500729,-0.205975,0.020076,0,0,0,100.742,-57.3199,-59.2146,51.2045,-139.426,-23.7724,0,0,0,161.68,-89.5168,-88.9674,87.3027,-217.556,-38.9912,
1468353518289278,0.0101337,0.0234829,1.54888,0,0,0,0.149527,-0.113682,-0.0291542,0.0764892,-0.272979,-0.0432897,0,0,0,100.982,-57.562,-59.3533,51.3311,-139.905,-23.7956,0,0,0,162.689,-90.0912,-89.5603,87.8154,-218.953,-39.2291,
1468353518299316,0.0101301,0.0234569,1.54866,0,0,0,0.0721961,-0.127391,-0.0615519,0.054884,-0.245402,-0.10116,0,0,0,101.204,-57.803,-59.444,51.4624,-140.423,-23.94,0,0,0,163.7,-90.668,-90.1542,88.3293,-220.354,-39.4677,
1468353518309353,0.0101169,0.0234426,1.54844,0,0,0,0.0934516,-0.054743,-0.00120061,0.0328412,-0.266255,-0.0860866,0,0,0,101.37,-57.9852,-59.5068,51.5502,-140.935,-24.1273,0,0,0,164.712,-91.247,-90.749,88.8444,-221.761,-39.7081,
